View Name	View Description	View Version	Status Date
IHE QRPH Birth & Fetal Death Reporting - Enhanced (BFDR-E)	Value sets for vital records birth and fetal death reporting (US realm) based upon Integrating the Healthcare Enterprise (IHE) Quality, Research and Public Health (QRPH) Birth and Fetal Death Reporting - Enhanced  (BFDR-E).	4	09/21/2015 00:00:00

Value Set Name	Value Set Code	Value Set OID	Value Set Version	Value Set Definition	Value Set Status	VS Last Updated Date	VS Release Comments
Previous Other Pregnancy Outcomes (NCHS)	PHVS_PreviousOtherPregnancyOutcomes_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.121	1	To Reflect the question as to the number of other pregnancy outcomes	Published	10/09/2014	v1
Problem Status Active (NCHS)	PHVS_ProblemStatusActive_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.119	1	To reflect the Problem Status Active	Published	06/28/2013	IHE MCH - Version 1.0
Prolonged Labor (NCHS)	PHVS_ProlongedLabor_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.131	3	To Reflect Onset of labor with Prolonged Labor	Published	09/24/2014	Initial Import for : BAF5A1C6-2DC5-DF11-AB08-0015173D1785
Route and Method of Delivery - Cesarean (NCHS)	PHVS_RouteMethodOfDeliveryCesarean_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.114	2	To Reflect the Route and Method of Delivery as Cesarean Delivery 	Published	10/29/2014	Initial Import for : 32CA3145-C2C6-DF11-AB08-0015173D1785
Route and Method of Delivery - Scheduled C (NCHS)	PHVS_RouteMethodOfDeliveryScheduledCesarean_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.116	1	To Reflect the Route and Method of Delivery as Scheduled Cesarean	Published	06/28/2013	IHE MCH - Version 1.0
Route and Method of Delivery - Spontaneous (NCHS)	PHVS_RouteMethodOfDeliverySpontaneous_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.111	2	To Reflect the Route and Method of Delivery as Spontaneous Delivery 	Published	09/29/2014	Initial Import for : D2570059-BCC6-DF11-AB08-0015173D1785
Route Method of Delivery - Trial of Labor (NCHS)	PHVS_RouteMethodOfDeliveryTrialOfLabor_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.115	1	To Reflect the Route and Method of Delivery as Trial of Labor	Published	06/28/2013	IHE MCH - Version 1.0
Ruptured Uterus (NCHS)	PHVS_RupturedUterus_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.102	2	To reflect Ruptured Uterus as a maternal morbidity	Published	10/29/2014	Initial Import for : 863AD1FD-0DC8-DF11-AB08-0015173D1785
Seizure or Serious Neurologic Dysfunction (NCHS)	PHVS_SeizureOrSeriousNeurologicDysfunction_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.10	3	To Reflect that the newborn suffered a Seizure or Serious Neurologic Dysfunction reflecting an abnormal condition of the newborn.	Published	10/29/2014	Initial Import for : 0E54B5C8-ABC0-DF11-AB08-0015173D1785
Significant Birth Injury (NCHS)	PHVS_SignificantBirthInjury_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.9	3	To Reflect that the newborn suffered a Significant Birth Injury (skeletal fracture(s), peripheral nerve injury, and/ or soft tissue/solid organ hemorrhage which requires intervention) reflecting an abnormal condition of the newborn.	Published	10/29/2014	Initial Import for : 0E631544-AAC0-DF11-AB08-0015173D1785
Spinal Anesthesia - Medication (NCHS)	PHVS_SpinalAnesthesiaMedication_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.28	2	To Reflect an Spinal Anesthesia Medication	Published	10/30/2014	Initial Import for : B879261C-3CEF-DF11-9273-00188B39829B
Spinal Anesthesia - Procedure (NCHS)	PHVS_SpinalAnesthesiaProcedure_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.29	1		Published	03/12/2015	Initial Import for : 53CDEB36-CEC8-E411-8970-0017A477041A
Spontaneous Onset of Labor (NCHS)	PHVS_SpontaneousOnsetOfLabor_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.35	1	To Reflect that there was a Spontaneous Onset of Labor	Published	06/28/2013	IHE MCH - Version 1.0
Steroids For Fetal Lung Maturation (NCHS)	PHVS_SteroidsForFetalLungMaturation_NCHS	2.16.840.1.114222.4.11.7143	1	To Reflect a Steroids For Fetal Lung Maturation  During Labor	Published	03/23/2014	v1
Suspected Chromosomal Disorder (NCHS)	PHVS_SuspectedChromosomalDisorder_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.57	2	To Reflect Suspected Chromosomal Disorder as an anomality of the newborn	Published	10/29/2014	Initial Import for : 6E8E6612-05C8-DF11-AB08-0015173D1785
Syphilis (NCHS)	PHVS_Syphilis_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.98	2	To reflect Syphilis as Infections present and treated during this pregnancy	Published	09/26/2014	Initial Import for : DB58E60D-81CD-DF11-AB08-0015173D1785
Third Degree Perineal Laceration (NCHS)	PHVS_ThirdDegreePerinealLaceration_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.100	2	To reflect Third Degree Perineal Laceration as a maternal morbidity	Published	10/29/2014	Initial Import for : 043FFD36-0DC8-DF11-AB08-0015173D1785
Time of Death (NCHS)	PHVS_TimeOfDeath_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.185	1	To reflect the question as to the time of death	Published	09/25/2014	v1
Tocolysis (NCHS)	PHVS_Tocolysis_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.128	2	To Reflect Obstetric Procedures as Tocolysis	Published	07/08/2014	20140708
Toxoplasmosis (NCHS)	PHVS_Toxoplasmosis_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.169	3	To Reflect infection with Parvovirus	Published	09/24/2014	Initial Import for : EF721EF7-69C4-DF11-AB08-0015173D1785
Transfer In (NCHS)	PHVS_TransferIn_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.177	1	The value set contains the list of values used to indicate whether the mother was admitted in the hospital	Published	10/09/2014	Initial Import for : BF204F71-BF4F-E411-BB47-0017A477041A
Transfer to Facility (NCHS)	PHVS_TransferToFacility_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.190	1	To refect that a patient was transferred to another facility	Published	03/24/2014	Initial Import for : A0A1B5EC-63B3-E311-8837-0017A477041A
Transfusion Whole Blood or Packed Red Bld (NCHS)	PHVS_TransfusionWholeBloodOrPackedRBC_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.99	2	To reflect Transfusion Whole Blood or Packed Red Blood as a maternal morbidity	Published	10/29/2014	Initial Import for : 78CDD9A8-0CC8-DF11-AB08-0015173D1785
U.S. Territories (NCHS)	PHVS_USTerritories_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.19	1	To Reflect the U.S. Territories	Published	06/28/2013	IHE MCH - Version 1.0
Unplanned Hysterectomy (NCHS)	PHVS_UnplannedHysterectomy_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.103	2	To reflect that the patient had an unplanned hysterectomy reflecting a maternal morbidity	Published	10/29/2014	Initial Import for : AFFC86A0-5BB3-E311-8837-0017A477041A
Unplanned Operation (NCHS)	PHVS_UnplannedOperation_NCHS	1.3.6.1.4.1.19376.1.7.3.1.1.13.8.105	1	To reflect that the patient had an unplanned operation reflecting a maternal morbidity	Published	03/24/2014	Initial Import for : AABE09DF-5DB3-E311-8837-0017A477041A
